House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
65,Watson Throughway,Simon,Davies,39,Husband,Married,Male,Unemployed,None,None
66,Watson Throughway,Louis,Gallagher,54,Head,Single,Male,"Copywriter, advertising",None,Christian
66,Watson Throughway,Anne,Wilson,56,Partner,Single,Female,"Engineer, energy",None,Christian
67,Watson Throughway,Lucy,Henderson,53,Head,Married,Female,Ship broker,None,Christian
67,Watson Throughway,Samuel,Henderson,56,Husband,Married,Male,"Production designer, theatre/television/film",None,Christian
67,Watson Throughway,Lydia,Henderson,17,Step-Daughter,NA,Female,Student,None,NA
67,Watson Throughway,Paige,Henderson,13,Step-Daughter,NA,Female,Student,None,NA
68,Watson Throughway,Jessica,Dickinson,48,Head,Divorced,Female,Multimedia programmer,None,Christian
69,Watson Throughway,Garry,Parker,37,Head,Married,Male,Multimedia programmer,None,Catholic
69,Watson Throughway,Bethan,Parker,41,Wife,Married,Female,Unemployed,None,Catholic
69,Watson Throughway,Danny,Parker,6,Son,NA,Male,Student,None,NA
70,Watson Throughway,Sam,Ellis,54,Head,Widowed,Male,"Education officer, community",None,Methodist
71,Watson Throughway,Tina,Daniels,31,Head,Single,Female,Unemployed,None,None
71,Watson Throughway,Holly,Daniels,2,Daughter,NA,Female,Child,None,NA
71,Watson Throughway,Hollie,Burrows,21,Sibling,Single,Female,University Student,None,Christian
72,Watson Throughway,Lawrence,Perry,20,Head,Single,Male,University Student,None,Christian
73,Watson Throughway,Emily,Hill,41,Head,Married,Female,Haematologist,None,Christian
73,Watson Throughway,Phillip,Hill,40,Husband,Married,Male,Holiday representative,None,Christian
73,Watson Throughway,Kathleen,Hill,12,Daughter,NA,Female,Student,None,NA
74,Watson Throughway,Wayne,Chandler,68,Head,Divorced,Male,Retired Writer,None,None
75,Watson Throughway,Mitchell,Roberts,59,Head,Married,Male,Medical technical officer,None,Christian
75,Watson Throughway,Teresa,Roberts,57,Wife,Married,Female,Materials engineer,None,None
75,Watson Throughway,Clare,Roberts,21,Daughter,Single,Female,University Student,None,Christian
75,Watson Throughway,Tracy,Roberts,16,Daughter,NA,Female,Student,None,NA
76,Watson Throughway,Valerie,Burke,82,Head,Married,Female,Retired Animal technologist,None,None
76,Watson Throughway,Antony,Burke,81,Husband,Married,Male,Retired Nutritional therapist,None,None
77,Watson Throughway,Wayne,Price,59,Head,Married,Male,Unemployed,None,Catholic
77,Watson Throughway,Susan,Price,60,Wife,Married,Female,Unemployed,None,Catholic
78,Watson Throughway,Eileen,Wilson,74,Head,Widowed,Female,"Retired Psychologist, counselling",None,None
78,Watson Throughway,Maurice,Wilson,42,Son,Single,Male,Secretary/administrator,None,None
78,Watson Throughway,Naomi,Wilson,40,Daughter,Single,Female,Visual merchandiser,None,None
78,Watson Throughway,Amelia,Wilson,36,Daughter,Single,Female,Outdoor activities/education manager,None,None
79,Watson Throughway,Billy,Thomas,48,Head,Divorced,Male,"Librarian, academic",None,None
80,Watson Throughway,Damien,Williams,53,Head,Single,Male,Mental health nurse,None,None
80,Watson Throughway,Jenna,Wilson,51,Partner,Single,Female,Unemployed,None,None
81,Watson Throughway,Oliver,Lyons,25,Head,Single,Male,Dealer,None,None
82,Watson Throughway,Jacqueline,Finch,66,Head,Divorced,Female,Licensed conveyancer,None,None
82,Watson Throughway,Abigail,Finch,13,Granddaughter,NA,Female,Student,None,NA
83,Watson Throughway,Rosemary,Pearce,33,Head,Divorced,Female,Architect,None,Methodist
84,Watson Throughway,Karen,Gordon,58,Head,Married,Female,"Designer, blown glass/stained glass",None,Catholic
84,Watson Throughway,Adam,Gordon,61,Husband,Married,Male,Clinical psychologist,None,Catholic
85,Watson Throughway,Charlene,Fox,38,Head,Married,Female,Community pharmacist,None,None
85,Watson Throughway,Martyn,Fox,40,Husband,Married,Male,Unemployed,None,None
86,Watson Throughway,Vincent,Williams,51,Head,Widowed,Male,Amenity horticulturist,None,Methodist
86,Watson Throughway,Phillip,Williams,21,Step-Son,Single,Male,University Student,None,None
86,Watson Throughway,Grace,Green,18,Step-Daughter,Single,Female,Student,None,Methodist
86,Watson Throughway,Mitchell,Green,18,Step-Son,Divorced,Male,Student,None,None
86,Watson Throughway,Donald,Green,14,Step-Son,NA,Male,Student,None,NA
86,Watson Throughway,Philip,Green,11,Step-Son,NA,Male,Student,None,NA
87,Watson Throughway,Terry,Day,73,Head,Single,Male,Retired Industrial buyer,None,None
88,Watson Throughway,Leanne,Mitchell,39,Head,Married,Female,Tourism officer,None,Christian
88,Watson Throughway,Gerard,Mitchell,40,Husband,Married,Male,Clinical psychologist,None,Christian
88,Watson Throughway,Alan,Mitchell,9,Son,NA,Male,Student,None,NA
88,Watson Throughway,Duncan,Mitchell,6,Son,NA,Male,Student,None,NA
89,Watson Throughway,Carly,Coates,62,Head,Divorced,Female,Regulatory affairs officer,None,Methodist
89,Watson Throughway,Iain,Patel,40,None,Single,Male,Civil Service administrator,None,Christian
89,Watson Throughway,Terry,Nixon,62,None,Single,Male,International aid/development worker,None,None
90,Watson Throughway,Rebecca,Murphy,29,Head,Married,Female,Control and instrumentation engineer,None,Methodist
90,Watson Throughway,Graeme,Murphy,29,Husband,Married,Male,"Engineer, drilling",None,Methodist
90,Watson Throughway,Ian,Murphy,4,Son,NA,Male,Child,None,NA
90,Watson Throughway,Timothy,Murphy,1,Son,NA,Male,Child,None,NA
90,Watson Throughway,Gordon,Stanley,47,Cousin,Single,Male,Prison officer,None,Catholic
91,Watson Throughway,Abdul,Young,69,Head,Married,Male,Retired Probation officer,None,Methodist
91,Watson Throughway,Rebecca,Young,67,Wife,Married,Female,Glass blower/designer,None,None
92,Watson Throughway,Naomi,Storey,20,Head,Married,Female,University Student,None,Muslim
92,Watson Throughway,Stephen,Storey,22,Husband,Married,Male,University Student,None,Muslim
93,Watson Throughway,Donna,Martin,52,Head,Married,Female,Printmaker,None,Christian
93,Watson Throughway,Callum,Martin,58,Husband,Married,Male,Chartered loss adjuster,None,None
93,Watson Throughway,Kerry,Martin,17,Daughter,NA,Female,Student,None,NA
93,Watson Throughway,Sara,Martin,14,Daughter,NA,Female,Student,None,NA
94,Watson Throughway,Lucy,Nash,53,Head,Single,Female,Musician,None,Catholic
94,Watson Throughway,Jasmine,Brown,40,None,Single,Female,Retail merchandiser,None,None
95,Watson Throughway,Dale,Wallace,67,Head,Widowed,Male,Air cabin crew,None,Christian
95,Watson Throughway,Mandy,Marsh,15,Granddaughter,NA,Female,Student,None,NA
96,Watson Throughway,Pauline,Baker,47,Head,Widowed,Female,"Engineer, chemical",None,Christian
96,Watson Throughway,Russell,Baker,21,Son,Divorced,Male,University Student,None,Christian
96,Watson Throughway,Leigh,Baker,20,Son,Single,Male,University Student,None,Christian
97,Watson Throughway,Damian,Gordon,63,Head,Married,Male,Tourist information centre manager,None,Christian
97,Watson Throughway,Melanie,Gordon,61,Wife,Married,Female,Tour manager,None,None
98,Watson Throughway,Hannah,Slater,72,Head,Single,Female,"Retired Surveyor, rural practice",None,Catholic
98,Watson Throughway,Brett,Slater,40,Son,Divorced,Male,Recycling officer,None,None
98,Watson Throughway,Mitchell,Slater,40,Son,Divorced,Male,Plant breeder/geneticist,None,Catholic
98,Watson Throughway,Debra,Slater,35,Daughter,Divorced,Female,Unemployed,None,Catholic
99,Watson Throughway,Rita,Read,76,Head,Widowed,Female,Retired Engineering geologist,None,Christian
100,Watson Throughway,Maureen,Nicholls,44,Head,Single,Female,General practice doctor,None,Catholic
100,Watson Throughway,Sandra,Nicholls,21,Daughter,Single,Female,University Student,None,Catholic
100,Watson Throughway,Amy,Nicholls,19,Daughter,Single,Female,University Student,None,Catholic
101,Watson Throughway,Elizabeth,Davis,34,Head,Single,Female,Exercise physiologist,None,None
101,Watson Throughway,Laura,Davis,4,Daughter,NA,Female,Child,None,NA
102,Watson Throughway,Aimee,Marshall,38,Head,Single,Female,"Programmer, applications",None,Jewish
102,Watson Throughway,William,Davis,43,None,Single,Male,Clinical embryologist,None,None
103,Watson Throughway,Jonathan,Bryant,70,Head,Widowed,Male,Retired Advertising account planner,None,Christian
104,Watson Throughway,Kayleigh,Harvey,78,Head,Single,Female,Unemployed,None,Christian
104,Watson Throughway,Suzanne,Harvey,45,Daughter,Single,Female,Technical author,None,Christian
105,Watson Throughway,Wendy,Martin,43,Head,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
105,Watson Throughway,Iain,West,45,Partner,Single,Male,Paediatric nurse,None,None
106,Watson Throughway,Jake,Sharpe,70,Head,Married,Male,Retired English as a foreign language teacher,None,Christian
106,Watson Throughway,Emma,Sharpe,68,Wife,Married,Female,Retired Architect,None,Christian
107,Watson Throughway,Joyce,Martin,69,Head,Married,Female,Retired Associate Professor,None,Methodist
107,Watson Throughway,Connor,Martin,69,Husband,Married,Male,Retired Planning and development surveyor,None,Methodist
108,Watson Throughway,Geoffrey,Barker,72,Head,Widowed,Male,"Retired Accountant, chartered",None,Christian
108,Watson Throughway,Claire,Barker,44,Daughter,Single,Female,Community education officer,None,Christian
109,Watson Throughway,Norman,Jones,21,Head,Single,Male,University Student,None,None
110,Watson Throughway,Pamela,Whitehead,34,Head,Single,Female,Merchant navy officer,None,None
110,Watson Throughway,Oliver,Whitehead,9,Son,NA,Male,Student,None,NA
110,Watson Throughway,Mark,Whitehead,3,Son,NA,Male,Child,None,NA
110,Watson Throughway,Emily,Holden,0,Daughter,NA,Female,Child,None,NA
111,Watson Throughway,Jacob,Evans,35,Head,Single,Male,Product/process development scientist,None,Methodist
111,Watson Throughway,Sam,Day,45,None,Single,Male,IT technical support officer,None,Methodist
111,Watson Throughway,Marian,Parker,43,None,Single,Female,"Horticulturist, amenity",None,None
111,Watson Throughway,Jodie,Webb,21,None,Single,Female,University Student,None,None
112,Watson Throughway,Jill,Middleton,62,Head,Married,Female,Clinical psychologist,None,Christian
112,Watson Throughway,Jordan,Middleton,65,Husband,Married,Male,Unemployed,None,Christian
112,Watson Throughway,Leonard,Wright,10,Grandson,NA,Male,Student,None,NA
113,Watson Throughway,Jacob,Cooke,83,Head,Widowed,Male,Retired Museum/gallery curator,None,Christian
114,Watson Throughway,Jodie,Walsh,48,Head,Single,Female,"Administrator, arts",None,Methodist
114,Watson Throughway,Mohamed,Smith,50,Partner,Single,Male,"Psychologist, clinical",None,Methodist
114,Watson Throughway,Abigail,Walsh,23,Daughter,Divorced,Female,Unemployed,None,Methodist
114,Watson Throughway,Lesley,Walsh,20,Daughter,Single,Female,University Student,None,Methodist
114,Watson Throughway,Jeffrey,Walsh,17,Son,NA,Male,Student,None,NA
115,Watson Throughway,Jessica,Dyer-Rowe,27,Head,Divorced,Female,"Engineer, civil (consulting)",None,None
115,Watson Throughway,Annette,Dyer-Rowe,6,Daughter,NA,Female,Student,None,NA
115,Watson Throughway,Gail,Dyer-Rowe,5,Daughter,NA,Female,Student,None,NA
115,Watson Throughway,Amy,Dyer-Rowe,5,Daughter,NA,Female,Student,None,NA
115,Watson Throughway,Cheryl,Dyer-Rowe,0,Daughter,NA,Female,Child,None,NA
116,Watson Throughway,Janice,O'Connor,60,Head,Married,Female,Multimedia programmer,None,Sikh
116,Watson Throughway,Philip,O'Connor,62,Husband,Married,Male,Forest/woodland manager,None,Sikh
116,Watson Throughway,Karen,O'Connor,27,Daughter,Single,Female,Chartered public finance accountant,None,Sikh
116,Watson Throughway,Jeremy,O'Connor,24,Son,Single,Male,"Lecturer, higher education",None,Sikh
116,Watson Throughway,Valerie,O'Connor,15,Daughter,NA,Female,Student,None,NA
117,Watson Throughway,Lee,Harris,39,Head,Married,Male,Barrister,None,None
117,Watson Throughway,Abigail,Harris,37,Wife,Married,Female,Chartered certified accountant,None,None
117,Watson Throughway,Ann,Harris,1,Daughter,NA,Female,Child,None,NA
118,Watson Throughway,Lawrence,Duncan,26,Head,Single,Male,"Designer, exhibition/display",None,Christian
119,Watson Throughway,Glen,Carter,88,Head,Married,Male,Retired Advertising art director,None,Catholic
119,Watson Throughway,Irene,Carter,93,Wife,Married,Female,Retired Primary school teacher,None,Catholic
120,Watson Throughway,Carolyn,Thorpe,66,Head,Widowed,Female,Hydrologist,None,Christian
121,Watson Throughway,Denis,Gray,57,Head,Widowed,Male,Unemployed,None,Christian
121,Watson Throughway,Jordan,Gray,16,Son,NA,Male,Student,None,NA
122,Watson Throughway,Abbie,Gregory,30,Head,Divorced,Female,Unemployed,None,Catholic
122,Watson Throughway,Clive,Gregory,13,Son,NA,Male,Student,None,NA
122,Watson Throughway,Glenn,Gregory,10,Son,NA,Male,Student,None,NA
122,Watson Throughway,Lawrence,Gregory,4,Son,NA,Male,Child,None,NA
123,Watson Throughway,Garry,Doherty,63,Head,Single,Male,Geographical information systems officer,None,None
124,Watson Throughway,Rachael,Holland,28,Head,Married,Female,Cartographer,None,Sikh
124,Watson Throughway,Anthony,Holland,30,Husband,Married,Male,Chief Operating Officer,None,Sikh
124,Watson Throughway,Jessica,Wright,18,None,Married,Female,Student,Physical Disability,NA
124,Watson Throughway,Jeremy,Wright,23,None,Married,Male,Acupuncturist,None,NA
125,Watson Throughway,Douglas,Marsh,68,Head,Widowed,Male,"Retired Research officer, political party",None,Methodist
126,Watson Throughway,Abbie,Harris,46,Head,Married,Female,Chartered certified accountant,None,None
126,Watson Throughway,Martyn,Harris,52,Husband,Married,Male,"Editor, film/video",None,None
126,Watson Throughway,Louis,Harris,9,Son,NA,Male,Student,None,NA
126,Watson Throughway,Margaret,Harris,7,Daughter,NA,Female,Student,None,NA
127,Watson Throughway,Christian,Quinn,41,Head,Divorced,Male,Unemployed,None,None
127,Watson Throughway,Mark,Edwards,36,Lodger,Single,Male,"Editor, magazine features",None,Christian
128,Watson Throughway,Mary,Houghton,52,Head,Married,Female,Visual merchandiser,None,Christian
128,Watson Throughway,Bernard,Houghton,54,Husband,Married,Male,Unemployed,None,Christian
128,Watson Throughway,Matthew,Houghton,17,Son,NA,Male,Student,None,NA
128,Watson Throughway,Richard,Houghton,13,Son,NA,Male,Student,None,NA
129,Watson Throughway,Jasmine,Carter,36,Head,Single,Female,Newspaper journalist,None,Jewish
129,Watson Throughway,Paula,Carter,8,Neice,NA,Female,Student,None,NA
130,Watson Throughway,Amanda,Bailey,19,Head,Married,Female,University Student,None,None
130,Watson Throughway,Howard,Bailey,23,Husband,Married,Male,"Therapist, horticultural",None,None
1,Morgan Stream,Mohamed,Walker,65,Head,Widowed,Male,Clinical research associate,None,Christian
2,Morgan Stream,Stephen,Patel,62,Head,Single,Male,"Horticulturist, commercial",None,Methodist
3,Morgan Stream,Gerard,Davison,56,Head,Married,Male,Agricultural engineer,None,Christian
3,Morgan Stream,Christine,Davison,56,Wife,Married,Female,"Accountant, chartered certified",None,None
4,Morgan Stream,Clare,Pearce,47,Head,Married,Female,Advertising art director,None,None
4,Morgan Stream,Donald,Pearce,49,Husband,Married,Male,"Programmer, applications",None,None
4,Morgan Stream,Rhys,Pearce,25,Son,Single,Male,Adult nurse,None,None
5,Morgan Stream,Carol,Ball,19,Head,Divorced,Female,University Student,None,None
6,Morgan Stream,Duncan,Wright-Allen,84,Head,Married,Male,Retired Volunteer coordinator,None,None
6,Morgan Stream,Ashleigh,Wright-Allen,83,Wife,Married,Female,"Retired Merchandiser, retail",None,None
7,Morgan Stream,Angela,Phillips,66,Head,Married,Female,Armed forces operational officer,None,None
7,Morgan Stream,Danny,Phillips,70,Husband,Married,Male,Retired Proofreader,None,None
8,Morgan Stream,Josephine,Stephens,70,Head,Divorced,Female,Retired Medical technical officer,None,Christian
9,Morgan Stream,Kirsty,Harris,70,Head,Widowed,Female,Retired Interior and spatial designer,None,Christian
10,Morgan Stream,Angela,Bruce,75,Head,Married,Female,Retired Professor Emeritus,None,Christian
10,Morgan Stream,Matthew,Bruce,77,Husband,Married,Male,Retired Health visitor,None,None
11,Morgan Stream,Donna,Forster,81,Head,Divorced,Female,Retired Licensed conveyancer,None,Methodist
12,Morgan Stream,Sharon,Baldwin,52,Head,Married,Female,Operations geologist,None,None
12,Morgan Stream,Guy,Baldwin,54,Husband,Married,Male,Ship broker,None,None
12,Morgan Stream,Anthony,Baldwin,17,Son,NA,Male,Student,None,NA
13,Morgan Stream,Stacey,Johnston,33,Head,Single,Female,Unemployed,None,Muslim
13,Morgan Stream,Albert,Robertson,34,Partner,Single,Male,"Teacher, special educational needs",None,None
13,Morgan Stream,Declan,Johnston,5,Son,NA,Male,Student,None,NA
14,Morgan Stream,Rachel,Hunt,20,Head,Single,Female,University Student,None,Catholic
15,Morgan Stream,Tracy,Knight,71,Head,Widowed,Female,Retired Dramatherapist,None,Methodist
15,Morgan Stream,Hilary,Knight,36,Daughter,Single,Female,Ergonomist,None,Methodist
15,Morgan Stream,Jemma,Knight,34,Daughter,Single,Female,Event organiser,None,Methodist
16,Morgan Stream,Julian,Morris,36,Head,Married,Male,Unemployed,None,Catholic
